PlotID,Date,CoverClass,Species,Percent,Height,DataEntry,DataEntryDate,CoverType,Notes
BTN4V-10,9/3/2024,V,ABCO,3,41,Jonathan Grabowski,9/16/2024,Aerial,not rooted in plot; no tag on stake
BTN4V-10,9/3/2024,V,ABCO,1,N/A,Jonathan Grabowski,9/16/2024,Basal,stump
BTN4V-10,9/3/2024,D,N/A,25,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-10,9/3/2024,L,N/A,73,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-10,9/3/2024,R,N/A,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,V,MUHMON,3,54,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-11,9/3/2024,V,BERREP,10,9,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-11,9/3/2024,V,CARXXX,T,19,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-11,9/3/2024,V,ALLSER,T,18,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-11,9/3/2024,V,PIPO,T,4,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-11,9/3/2024,V,MUHMON,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,V,ALLSER,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,V,PIPO,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,L,N/A,48,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,G,N/A,49,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-11,9/3/2024,R,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-12,9/3/2024,V,N/A,N/A,N/A,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-12,9/3/2024,R,N/A,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-12,9/3/2024,L,N/A,95,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-13,9/3/2024,V,CARXXX,T,9,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-13,9/3/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-13,9/3/2024,L,N/A,97,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-13,9/3/2024,D,N/A,3,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,V,ELYELY,1,36,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,BERREP,5,9,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,PACFEN,T,5,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,GERCAE,2,4,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,CYMLEM,T,6,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,PIPO,T,5,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,POAFEN,T,12,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,ANDSEP,T,1,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-16,9/3/2024,V,ELYELY,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,V,PENBAR,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,V,PACFEN,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,V,GERCAE,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,V,CYMLEM,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,R,N/A,3,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,L,N/A,89,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,D,N/A,4,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,B,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-16,9/3/2024,G,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-17,9/3/2024,V,POAFEN,10,32,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-17,9/3/2024,V,BERREP,3,14,Jonathan Grabowski,9/16/2024,Aerial,definitely BERREP; change 2021 data
BTN4V-17,9/3/2024,V,GERCAE,1,11,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-17,9/3/2024,V,POAFEN,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-17,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-17,9/3/2024,V,GERCAE,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-17,9/3/2024,L,N/A,70,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-17,9/3/2024,G,N/A,15,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-17,9/3/2024,D,N/A,10,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-18,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-18,9/3/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-18,9/3/2024,L,N/A,100,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-19,9/3/2024,V,N/A,N/A,N/A,Jonathan Grabowski,9/16/2024,Aerial,no veg
BTN4V-19,9/3/2024,R,N/A,7,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-19,9/3/2024,L,N/A,20,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-19,9/3/2024,D,N/A,73,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-2,9/3/2024,V,QUGA,3,13,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-2,9/3/2024,V,CARXXX,3,22,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-2,9/3/2024,V,QUGA,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-2,9/3/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-2,9/3/2024,G,N/A,53,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-2,9/3/2024,L,N/A,44,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-2,9/3/2024,R,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,V,BERREP,13,7,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-20,9/3/2024,V,CARXXX,1,23,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-20,9/3/2024,V,PIPO,T,5,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-20,9/3/2024,V,PIED,T,25,Jonathan Grabowski,9/16/2024,Aerial,rooted out of plot
BTN4V-20,9/3/2024,V,ANDSEP,T,1,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-20,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,V,PIPO,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,V,ANDSEP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,L,N/A,55,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,G,N/A,20,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,R,N/A,4,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-20,9/3/2024,D,N/A,21,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-21,9/3/2024,V,N/A,N/A,N/A,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-21,9/3/2024,D,N/A,44,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-21,9/3/2024,L,N/A,54,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-21,9/3/2024,R,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-21,9/3/2024,M,N/A,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-22,9/3/2024,V,PACFEN,1,8,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-22,9/3/2024,V,BERREP,3,7,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-22,9/3/2024,V,CARXXX,T,13,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-22,9/3/2024,V,PACFEN,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-22,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-22,9/3/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-22,9/3/2024,L,N/A,99,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-22,9/3/2024,R,N/A,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-23,9/3/2024,V,BERREP,10,14,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-23,9/3/2024,V,BROCIL,T,5,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-23,9/3/2024,V,QUGA,2,30,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-23,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-23,9/3/2024,V,BROCIL,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-23,9/3/2024,V,QUGA,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-23,9/3/2024,R,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-23,9/3/2024,L,N/A,93,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-23,9/3/2024,D,N/A,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-24,9/3/2024,V,ABCO,8,37,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-24,9/3/2024,V,CARXXX,1,17,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-24,9/3/2024,V,CARXXX,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-24,9/3/2024,L,N/A,90,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-24,9/3/2024,Lg,N/A,10,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,V,ELYELY,8,62,Jonathan Grabowski,9/16/2024,Aerial,"most of grass clump is MUHMON, ELYELY coming out of sides"
BTN4V-3,9/3/2024,V,PACFEN,T,7,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-3,9/3/2024,V,CARXXX,3,22,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-3,9/3/2024,V,POAFEN,3,28,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-3,9/3/2024,V,ANDSEP,T,1,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-3,9/3/2024,V,PIPO,T,4,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-3,9/3/2024,V,MUHMON,10,74,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-3,9/3/2024,V,ELYELY,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,V,ANDSEP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,V,PIPO,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,V,MUHMON,4,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,L,N/A,62,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,M,N/A,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-3,9/3/2024,G,N/A,30,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,V,CARXXX,2,27,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-4,9/3/2024,V,POAFEN,3,26,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-4,9/3/2024,V,DRAHEL,T,44,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-4,9/3/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,V,DRAHEL,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,B,N/A,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,L,N/A,15,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,R,N/A,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-4,9/3/2024,G,N/A,77,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,BERREP,2,8,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,HYMDIS,1,29,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,POAFEN,3,30,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,MUHMON,5,61,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,CAMROT,T,22,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,ALLSER,T,10,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,PENBAR,T,3,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-5,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,HYMDIS,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,MUHMON,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,CAMROT,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,ALLSER,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,V,PENBAR,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,G,N/A,88,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,R,N/A,4,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-5,9/3/2024,L,N/A,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,V,CARXXX,2,13,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-6,9/3/2024,V,QUGA,12,32,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-6,9/3/2024,V,ABCO,4,35,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-6,9/3/2024,V,ANDSEP,1,1,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-6,9/3/2024,V,BOEFEN,T,1,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-6,9/3/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,V,QUGA,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,V,ABCO,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,V,ANDSEP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,V,BOEFEN,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,R,N/A,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,L,N/A,10,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,G,N/A,75,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,D,N/A,3,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-6,9/3/2024,Lg,N/A,6,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-7,9/3/2024,V,QUGA,10,110,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-7,9/3/2024,V,CARXXX,3,21,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-7,9/3/2024,V,QUGA,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-7,9/3/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-7,9/3/2024,Lg,N/A,3,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-7,9/3/2024,R,N/A,3,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-7,9/3/2024,L,N/A,93,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-8,9/3/2024,V,CARXXX,5,27,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-8,9/3/2024,V,MUHMON,4,74,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-8,9/3/2024,V,BOEFEN,T,1,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-8,9/3/2024,V,CARXXX,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-8,9/3/2024,V,MUHMON,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-8,9/3/2024,V,BOEFEN,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-8,9/3/2024,L,N/A,32,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-8,9/3/2024,G,N/A,61,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-8,9/3/2024,R,N/A,3,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-9,9/3/2024,V,BERREP,3,7,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-9,9/3/2024,V,CARXXX,4,17,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-9,9/3/2024,V,PIPO,T,5,Jonathan Grabowski,9/16/2024,Aerial,
BTN4V-9,9/3/2024,V,Brassicaceae,T,1,Jonathan Grabowski,9/16/2024,Aerial,fuzzy forb
BTN4V-9,9/3/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-9,9/3/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-9,9/3/2024,V,PIPO,T,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-9,9/3/2024,V,Brassicaceae,T,N/A,Jonathan Grabowski,9/16/2024,Basal,fuzzy forb
BTN4V-9,9/3/2024,L,N/A,92,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-9,9/3/2024,B,N/A,5,N/A,Jonathan Grabowski,9/16/2024,Basal,
BTN4V-9,9/3/2024,R,N/A,2,N/A,Jonathan Grabowski,9/16/2024,Basal,
SFF10V-213,8/28/2024,V,CARXXX,6,26,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,SOLWRI,3,41,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,ERIDIV,2,35,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,BERREP,1,7,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,CLECOL,2,10,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,PSEMAC,1,3,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,POAFEN,6,50,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,ELYELY,3,20,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-213,8/28/2024,V,CARXXX,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,V,SOLWRI,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,V,ERIDIV,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,V,BERREP,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,V,CLECOL,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,V,POAFEN,4,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,V,ELYELY,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,R,N/A,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,B,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,L,N/A,37,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-213,8/28/2024,G,N/A,53,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,V,CARXXX,2,19,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-214,8/28/2024,V,ANDSEP,T,4,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-214,8/28/2024,V,ARELAN,1,4,Jonathan Grabowski,9/19/2024,Aerial,arenaria lanuginosa
SFF10V-214,8/28/2024,V,CARXXX,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,V,ANDSEP,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,V,ARELAN,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,R,N/A,3,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,L,N/A,63,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,B,N/A,10,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,D,N/A,3,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-214,8/28/2024,G,N/A,20,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,V,MUHMON,3,64,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-215,8/28/2024,V,SOLWRI,2,48,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-215,8/28/2024,V,CARXXX,10,20,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-215,8/28/2024,V,MUHMON,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,V,SOLWRI,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,V,CARXXX,8,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,Lg,N/A,15,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,B,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,M,N/A,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,L,N/A,48,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-215,8/28/2024,G,N/A,23,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,V,POAFEN,4,65,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-216,8/28/2024,V,CARXXX,4,20,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-216,8/28/2024,V,ELYELY,T,17,Jonathan Grabowski,9/19/2024,Aerial,
SFF10V-216,8/28/2024,V,POAFEN,1,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,V,CARXXX,2,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,V,ELYELY,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,M,N/A,T,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,B,N/A,15,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,L,N/A,77,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-216,8/28/2024,G,N/A,5,N/A,Jonathan Grabowski,9/19/2024,Basal,
SFF10V-217,8/28/2024,V,BRIGRA,1,11,Jonathan Grabowski,9/19/2024,Aerial,
